# Oxford A1-B1 concepts with no matching EN gloss in rupl-exp vocab packs.
# These are the concepts to realise in Polish. Cross-check each against Polish
# frequency before authoring - concept frequency differs between languages.
# band\tword\tpos
a2	argue	verb
a2	army	noun
a2	asleep	adjective
a2	attack	noun/verb
a2	attend	verb
a2	attractive	adjective
a2	average	adjective/noun/verb
a2	award	noun/verb
a2	awful	adjective
a2	background	noun
a2	badly	adverb
a2	baseball	noun
a2	basketball	noun
a2	beat	noun/verb
a2	behaviour	noun
a2	belt	noun
a2	billion	number
a2	bin	noun
a2	birth	noun
a2	blow	noun/verb
a2	boil	verb
a2	bone	noun
a2	bottom	adjective/noun
a2	brain	noun
a2	bright	adjective
a2	brilliant	adjective
a2	brush	noun/verb
a2	burn	noun/verb
a2	camp	noun/verb
a2	camping	noun
a2	cartoon	noun
a2	celebrity	noun
a2	certain	adjective
a2	charity	noun
a2	chat	noun/verb
a2	cigarette	noun
a2	circle	noun/verb
a2	classical	adjective
a2	clear	adjective/verb
a2	clothing	noun
a2	collect	verb
a2	comedy	noun
a2	communicate	verb
a2	community	noun
a2	compete	verb
a2	complain	verb
a2	conference	noun
a2	connect	verb
a2	consider	verb
a2	continue	verb
a2	crazy	adjective
a2	creative	adjective
a2	credit	noun/verb
a2	crime	noun
a2	criminal	adjective/noun
a2	crowded	adjective
a2	cry	noun/verb
a2	curly	adjective
a2	cycle	noun/verb
a2	danger	noun
a2	deal	noun/verb
a2	death	noun
a2	designer	noun
a2	destroy	verb
a2	detective	noun
a2	develop	verb
a2	digital	adjective
a2	disappear	verb
a2	disaster	noun
a2	disease	noun
a2	divorced	adjective
a2	download	noun/verb
a2	drama	noun
a2	dream	noun/verb
a2	drug	noun
a2	electric	adjective
a2	electrical	adjective
a2	electronic	adjective
a2	employ	verb
a2	energy	noun
a2	enormous	adjective
a2	enter	verb
a2	equipment	noun
a2	especially	adverb
a2	excellent	adjective
a2	experiment	noun/verb
a2	expert	adjective/noun
a2	expression	noun
a2	extreme	adjective/noun
a2	extremely	adverb
a2	fair	adjective
a2	farming	noun
a2	fashion	noun
a2	fear	noun/verb
a2	feature	noun/verb
a2	fiction	noun
a2	fight	noun/verb
a2	firstly	adverb
a2	fishing	noun
a2	flying	adjective/noun
a2	foreign	adjective
a2	gas	noun
a2	god	noun
a2	golf	noun
a2	guide	noun/verb
a2	gun	noun
a2	happily	adverb
a2	height	noun
a2	helpful	adjective
a2	hockey	noun
a2	huge	adjective
a2	identify	verb
a2	increase	noun/verb
a2	incredible	adjective
a2	individual	adjective/noun
a2	industry	noun
a2	injury	noun
a2	instructor	noun
a2	instrument	noun
a2	intelligent	adjective
a2	international	adjective
a2	invent	verb
a2	involve	verb
a2	jazz	noun
a2	jewellery	noun
a2	joke	noun/verb
a2	jump	noun/verb
a2	knock	noun/verb
a2	knowledge	noun
a2	lab	noun
a2	lady	noun
a2	laughter	noun
a2	lazy	adjective
a2	lead	noun/verb
a2	lifestyle	noun
a2	lift	noun/verb
a2	lorry	noun
a2	major	adjective
a2	manage	verb
a2	marry	verb
a2	media	noun
a2	medical	adjective
a2	metal	noun
a2	mind	noun/verb
a2	mine	noun/pronoun
a2	motorcycle	noun
a2	musical	adjective/noun
a2	national	adjective/noun
a2	network	noun
a2	novel	adjective/noun
a2	officer	noun
a2	opportunity	noun
a2	organization	noun
a2	organize	verb
a2	pants	noun
a2	passenger	noun
a2	peace	noun
a2	penny	noun
a2	per cent	adjective/adverb/noun
a2	perform	verb
a2	personality	noun
a2	petrol	noun
a2	pleased	adjective
a2	pollution	noun
a2	pop	adjective/noun/verb
a2	population	noun
a2	possession	noun
a2	poster	noun
a2	power	noun/verb
a2	prize	noun
a2	process	noun/verb
a2	professional	adjective/noun
a2	profile	noun
a2	program	noun/verb
a2	pronounce	verb
a2	provide	verb
a2	public	adjective/noun
a2	publish	verb
a2	push	noun/verb
a2	race	noun/verb
a2	raise	verb
a2	rate	noun/verb
a2	realize	verb
a2	receive	verb
a2	reduce	verb
a2	refer	verb
a2	replace	verb
a2	reporter	noun
a2	research	noun/verb
a2	researcher	noun
a2	respond	verb
a2	rise	noun/verb
a2	role	noun
a2	rubbish	noun
a2	runner	noun
a2	sadly	adverb
a2	sail	noun/verb
a2	sailing	noun
a2	scared	adjective
a2	scary	adjective
a2	schedule	noun/verb
a2	search	noun/verb
a2	season	noun
a2	seat	noun/verb
a2	secondly	adverb
a2	secret	adjective/noun
a2	seem	linking verb
a2	series	noun
a2	shake	noun/verb
a2	shall	modal verb
a2	sheet	noun
a2	shout	noun/verb
a2	singing	noun
a2	site	noun
a2	ski	adjective/noun/verb
a2	skiing	noun
a2	smartphone	noun
a2	smell	noun/verb
a2	smile	noun/verb
a2	soap	noun
a2	soccer	noun
a2	solve	verb
a2	spider	noun
a2	stamp	noun
a2	steal	verb
a2	strategy	noun
a2	stress	noun/verb
a2	succeed	verb
a2	successful	adjective
a2	suggestion	noun
a2	suppose	verb
a2	symbol	noun
a2	tablet	noun
a2	teenage	adjective
a2	term	noun/verb
a2	throw	verb
a2	tip	noun/verb
a2	tool	noun
a2	tour	noun/verb
a2	tourism	noun
a2	towel	noun
a2	toy	adjective/noun
a2	traditional	adjective
a2	trainer	noun
a2	traveller	noun
a2	trouble	noun/verb
a2	truck	noun
a2	typical	adjective
a2	unhappy	adjective
a2	united	adjective
a2	used to	modal verb
a2	user	noun
a2	van	noun
a2	virus	noun
a2	war	noun
a2	washing	noun
a2	web	noun
a2	wheel	noun
a2	winner	noun
a2	wish	noun/verb
a2	wood	noun
a2	wow	exclamation
b1	academic	adjective/noun
b1	access	noun/verb
b1	achievement	noun
b1	admire	verb
b1	admit	verb
b1	advanced	adjective
b1	advise	verb
b1	aged	adjective
b1	alarm	noun/verb
b1	album	noun
b1	alcohol	noun
b1	alcoholic	adjective
b1	amazed	adjective
b1	ambition	noun
b1	ambitious	adjective
b1	analyse	verb
b1	analysis	noun
b1	announce	verb
b1	annoy	verb
b1	annoyed	adjective
b1	annoying	adjective
b1	apologize	verb
b1	appreciate	verb
b1	approximately	adverb
b1	arrest	noun/verb
b1	assignment	noun
b1	assist	verb
b1	atmosphere	noun
b1	attitude	noun
b1	attract	verb
b1	attraction	noun
b1	authority	noun
b1	bake	verb
b1	basic	adjective
b1	basis	noun
b1	battle	noun/verb
b1	beauty	noun
b1	bee	noun
b1	belief	noun
b1	bell	noun
b1	bend	noun/verb
b1	bomb	noun/verb
b1	border	noun/verb
b1	brave	adjective
b1	breathing	noun
b1	bride	noun
b1	bubble	noun
b1	bury	verb
b1	campaign	noun/verb
b1	campus	noun
b1	captain	noun
b1	careless	adjective
b1	celebration	noun
b1	ceremony	noun
b1	challenge	noun/verb
b1	champion	noun
b1	channel	noun
b1	chapter	noun
b1	cheat	noun/verb
b1	chemical	adjective/noun
b1	chest	noun
b1	childhood	noun
b1	click	noun/verb
b1	cloth	noun
b1	coal	noun
b1	collection	noun
b1	coloured	adjective
b1	commercial	adjective/noun
b1	communication	noun
b1	competitive	adjective
b1	competitor	noun
b1	complaint	noun
b1	concentrate	verb
b1	conclude	verb
b1	conclusion	noun
b1	confident	adjective
b1	confused	adjective
b1	consist	verb
b1	consume	verb
b1	consumer	noun
b1	container	noun
b1	continuous	adjective
b1	convenient	adjective
b1	convince	verb
b1	costume	noun
b1	cottage	noun
b1	cotton	noun
b1	court	noun
b1	cruel	adjective
b1	cultural	adjective
b1	currency	noun
b1	curtain	noun
b1	custom	noun
b1	damage	noun/verb
b1	decade	noun
b1	decorate	verb
b1	define	verb
b1	definite	adjective
b1	deliver	verb
b1	determine	verb
b1	determined	adjective
b1	development	noun
b1	diagram	noun
b1	diamond	noun
b1	dirt	noun
b1	disadvantage	noun
b1	disappointed	adjective
b1	disappointing	adjective
b1	dislike	noun/verb
b1	divide	noun/verb
b1	documentary	noun
b1	donate	verb
b1	drum	noun
b1	drunk	adjective
b1	due	adjective
b1	dust	noun
b1	earthquake	noun
b1	eastern	adjective
b1	economic	adjective
b1	economy	noun
b1	editor	noun
b1	educate	verb
b1	educated	adjective
b1	educational	adjective
b1	effectively	adverb
b1	effort	noun
b1	election	noun
b1	element	noun
b1	embarrassed	adjective
b1	embarrassing	adjective
b1	emotion	noun
b1	encourage	verb
b1	enemy	noun
b1	engaged	adjective
b1	engineering	noun
b1	entertain	verb
b1	entertainment	noun
b1	environmental	adjective
b1	episode	noun
b1	equal	adjective/noun/verb
b1	examine	verb
b1	excitement	noun
b1	exhibition	noun
b1	expand	verb
b1	expedition	noun
b1	experienced	adjective
b1	explode	verb
b1	explore	verb
b1	explosion	noun
b1	export	noun/verb
b1	fairly	adverb
b1	fancy	adjective/verb
b1	fascinating	adjective
b1	fashionable	adjective
b1	fasten	verb
b1	fighting	noun
b1	financial	adjective
b1	fitness	noun
b1	flood	noun/verb
b1	flour	noun
b1	flow	noun/verb
b1	fold	noun/verb
b1	folk	adjective/noun
b1	forever	adverb
b1	freeze	verb
b1	frequently	adverb
b1	friendship	noun
b1	frighten	verb
b1	frightened	adjective
b1	frightening	adjective
b1	fry	verb
b1	fuel	noun/verb
b1	fur	noun
b1	garage	noun
b1	gather	verb
b1	generally	adverb
b1	generation	noun
b1	generous	adjective
b1	gentle	adjective
b1	gentleman	noun
b1	ghost	noun
b1	giant	adjective/noun
b1	glad	adjective
b1	global	adjective
b1	goods	noun
b1	graduate	noun/verb
b1	grain	noun
b1	grateful	adjective
b1	growth	noun
b1	guilty	adjective
b1	happiness	noun
b1	hardly	adverb
b1	heating	noun
b1	helicopter	noun
b1	highlight	noun/verb
b1	highly	adverb
b1	hire	noun/verb
b1	historic	adjective
b1	horror	noun
b1	host	noun/verb
b1	hurricane	noun
b1	hurry	noun/verb
b1	ignore	verb
b1	imaginary	adjective
b1	immediate	adjective
b1	immigrant	noun
b1	impact	noun/verb
b1	importance	noun
b1	impression	noun
b1	impressive	adjective
b1	improvement	noun
b1	incredibly	adverb
b1	indeed	adverb
b1	indicate	verb
b1	indoor	adjective
b1	indoors	adverb
b1	ingredient	noun
b1	injure	verb
b1	injured	adjective
b1	innocent	adjective
b1	intelligence	noun
b1	invest	verb
b1	investigate	verb
b1	iron	noun/verb
b1	journal	noun
b1	judge	noun/verb
b1	keen	adjective
b1	kick	noun/verb
b1	killing	noun
b1	kiss	noun/verb
b1	laboratory	noun
b1	lack	noun/verb
b1	latest	adjective/noun
b1	lay	verb
b1	leading	adjective
b1	leather	noun
b1	leisure	noun
b1	lip	noun
b1	liquid	adjective/noun
b1	literature	noun
b1	locate	verb
b1	located	adjective
b1	loss	noun
b1	luxury	adjective/noun
b1	mad	adjective
b1	magic	adjective/noun
b1	mainly	adverb
b1	mall	noun
b1	management	noun
b1	marketing	noun
b1	marriage	noun
b1	meanwhile	adverb
b1	measure	noun/verb
b1	medium	adjective/noun
b1	mental	adjective
b1	mess	noun
b1	mild	adjective
b1	mixture	noun
b1	mood	noun
b1	mud	noun
b1	murder	noun/verb
b1	muscle	noun
b1	mystery	noun
b1	nail	noun
b1	nation	noun
b1	necessarily	adverb
b1	needle	noun
b1	neighbourhood	noun
b1	net	adjective/noun
b1	nuclear	adjective
b1	official	adjective/noun
b1	old-fashioned	adjective
b1	organized	adjective
b1	organizer	noun
b1	outdoor	adjective
b1	package	noun/verb
b1	painful	adjective
b1	pale	adjective
b1	participate	verb
b1	particularly	adverb
b1	passion	noun
b1	peaceful	adjective
b1	percentage	noun
b1	performance	noun
b1	personally	adverb
b1	persuade	verb
b1	photographer	noun
b1	photography	noun
b1	pin	noun/verb
b1	pipe	noun
b1	pleasure	noun
b1	plenty	pronoun
b1	plot	noun/verb
b1	poem	noun
b1	poet	noun
b1	poetry	noun
b1	poison	noun/verb
b1	poisonous	adjective
b1	political	adjective
b1	politician	noun
b1	politics	noun
b1	port	noun
b1	portrait	noun
b1	pour	verb
b1	powder	noun
b1	powerful	adjective
b1	practical	adjective
b1	pray	verb
b1	prayer	noun
b1	prepared	adjective
b1	press	noun/verb
b1	priest	noun
b1	primary	adjective
b1	prince	noun
b1	princess	noun
b1	prisoner	noun
b1	private	adjective
b1	producer	noun
b1	profit	noun
b1	promote	verb
b1	protest	noun/verb
b1	punish	verb
b1	punishment	noun
b1	qualification	noun
b1	qualified	adjective
b1	qualify	verb
b1	quit	verb
b1	quotation	noun
b1	racing	noun
b1	rarely	adverb
b1	reaction	noun
b1	reality	noun
b1	recommendation	noun
b1	reflect	verb
b1	reject	verb
b1	relaxed	adjective
b1	release	noun/verb
b1	religion	noun
b1	religious	adjective
b1	remind	verb
b1	remote	adjective
b1	rent	noun/verb
b1	represent	verb
b1	resource	noun
b1	respect	noun/verb
b1	responsibility	noun
b1	responsible	adjective
b1	retire	verb
b1	robot	noun
b1	roll	noun/verb
b1	romantic	adjective
b1	rope	noun
b1	rough	adjective
b1	royal	adjective
b1	rugby	noun
b1	safety	noun
b1	sailor	noun
b1	sample	noun/verb
b1	sand	noun
b1	scan	verb
b1	scientific	adjective
b1	sculpture	noun
b1	security	noun
b1	sensible	adjective
b1	seriously	adverb
b1	servant	noun
b1	sex	noun
b1	sexual	adjective
b1	sharp	adjective
b1	shelf	noun
b1	shell	noun
b1	shine	verb
b1	shiny	adjective
b1	shoot	noun/verb
b1	shy	adjective
b1	signal	noun/verb
b1	similarity	noun
b1	similarly	adverb
b1	sink	verb
b1	slice	noun/verb
b1	slightly	adverb
b1	smart	adjective
b1	smooth	adjective
b1	software	noun
b1	soil	noun
b1	solid	adjective/noun
b1	southern	adjective
b1	spicy	adjective
b1	spirit	noun
b1	spot	noun/verb
b1	staff	noun
b1	statistic	noun
b1	statue	noun
b1	stick	noun/verb
b1	strongly	adverb
b1	studio	noun
b1	stuff	noun/verb
b1	successfully	adverb
b1	suffer	verb
b1	suitable	adjective
b1	summarize	verb
b1	supporter	noun
b1	talent	noun
b1	talented	adjective
b1	tape	noun
b1	tax	noun/verb
b1	technical	adjective
b1	technique	noun
b1	tend	verb
b1	tent	noun
b1	tight	adjective
b1	tin	noun
b1	tiny	adjective
b1	toe	noun
b1	tongue	noun
b1	totally	adverb
b1	treat	verb
b1	trend	noun
b1	truth	noun
b1	tube	noun
b1	typically	adverb
b1	tyre	noun
b1	uncomfortable	adjective
b1	underwear	noun
b1	unemployment	noun
b1	unfair	adjective
b1	unlikely	adjective
b1	unpleasant	adjective
b1	upon	preposition
b1	upset	adjective/verb
b1	various	adjective
b1	victim	noun
b1	viewer	noun
b1	violent	adjective
b1	volunteer	noun/verb
b1	vote	noun/verb
b1	waste	adjective/noun/verb
b1	weapon	noun
b1	weigh	verb
b1	western	adjective
b1	wing	noun
b1	wool	noun
b1	worldwide	adjective/adverb
b1	yard	noun
b1	youth	noun
