# Untaught Polish lemmas inside the top 1,000 by corpus frequency.
# Cross-check for the Oxford route: any word here that the translated
# Oxford inventory does not produce is a Polish-specific gap.
# Source is OpenSubtitles - expect conversational skew and some junk.
# rank\tlemma
667	spędzić
668	wyjaśnić
669	zajmować
670	woleć
671	natychmiast
672	gówno
679	pewność
680	dotrzeć
682	ufać
683	poczuć
684	tłumaczyć
685	wczesno
687	ślad
688	stworzyć
690	zabierać
691	umierać
692	duch
693	obudzić
694	uderzyć
696	uwielbiać
697	najbardziej
700	siła
701	nasi
702	john
703	kłamać
704	sprawić
705	potrzebny
706	dół
707	zaufać
709	przyznać
710	zdobyć
714	przekonać
715	nazwać
716	pojawić
717	lub
719	strzelać
721	dziewczynka
723	detektyw
724	miło
726	chociaż
727	chronić
728	kiedykolwiek
729	uspokoić
732	sprzedać
733	straszny
734	d
735	związek
736	tyli
738	prezydent
739	prawie
740	dobranoc
741	odpowiedzieć
742	atak
743	zgodzić
744	samolot
745	brak
747	opowiedzieć
752	wyciągnąć
753	nieważny
758	ukraść
759	obiecywać
761	rodzaj
762	zewnątrz
763	zamiar
764	wspaniale
765	zmieniać
767	zachowywać
768	większość
771	puścić
773	zachować
779	prawdopodobnie
780	dupa
782	gotów
788	świadek
789	frank
790	potrzeba
791	ostatnie
792	mózg
794	spotykać
798	taa
799	obawiać
800	pierdolić
801	robot
803	zdawać
804	ciągło
805	jezu
806	przekazać
807	spadać
809	sen
811	ciągle
812	jedyna
813	jakoś
814	budynek
816	wydać
817	zupełnie
818	kontrola
819	skory
820	szkoda
822	główny
824	spodziewać
826	bar
827	you
828	skoro
829	różny
831	okej
832	kapitan
833	rozkaz
834	położyć
835	przeżyć
836	wybierać
838	cholerny
840	tyłek
842	zostawać
843	ochrona
845	odzyskać
846	pozbyć
848	randka
849	ktokolwiek
852	seks
853	tęsknić
855	minąć
856	cierpieć
857	ukryć
859	oczekiwać
862	naprawić
863	pojąć
865	wezwać
868	twierdzić
869	ponad
870	ludzki
872	kontakt
874	zastrzelić
875	bądź
877	mylić
880	złamać
881	żołnierz
882	kamera
883	aresztować
884	pa
886	zabójca
887	wyrzucić
888	mike
889	wszędzie
890	interesować
891	połączyć
893	specjalny
895	nienawidzić
896	choć
897	pochodzić
898	zakończyć
901	przypominać
902	idiota
903	spytać
904	małżeństwo
905	tona
906	fajny
908	wynosić
910	test
911	mistrz
912	parę
913	odnaleźć
914	drink
916	tajemnica
918	ukrywać
919	przedstawić
920	michael
921	jedynie
922	brakować
923	pozostać
924	george
926	ponownie
927	całkowicie
928	sprawdzać
929	charlie
930	pierwsze
931	zamiast
932	napis
935	wykonać
936	jednać
937	ciąg
938	urodzić
941	czysty
942	władza
943	pragnąć
944	zatem
945	więzić
946	da
947	oraz
949	postawić
950	morderca
951	przybyć
953	tłumaczenie
954	prawnik
956	odkryć
958	wykorzystać
960	odpowiadać
961	przysięgać
962	święty
963	państwo
965	wróg
966	płakać
968	żywy
969	doktór
970	własne
971	przejmować
973	następna
974	odkąd
976	dostawać
977	joe
978	ciesać
980	przenieść
981	pojęcie
982	traktować
983	przyjemność
984	wyłączyć
985	bomba
991	obserwować
995	tatuś
997	seria
998	sprawiać
1000	mocny
